  Terminal log recording to: C:\Users\SERILEG\OneDrive - ABB\Autonomous-docking\MY_NPMC\my work\plots in development process\logs\nmpc_run_20260402_163638_log.txt
  container.m check: u_dot=0.0406, r_dot=0.000000, U=7.00 m/s

  Harbor map loaded: 60 polygons
  Final waypoint is outside mapped forbidden zones
  Map sample points: 3794
  Final waypoint -> nearest map sample: 119.5 m (nominal keepout 115.0 m)
  Dynamic obstacles enabled: 2
  Dynamic replay determinism check: PASS

--- Building NMPC solver (10 obstacle slots) ---
  Hull footprint: oriented rectangle 87.5 m x 12.7 m (clearance 2.0 m)
NMPC_Container_final: N=36, dt=1.00, obs_slots=10
  8-state model: [u v r x y psi n1 n2]
  4 controls: [alpha1 alpha2 n1_c n2_c]
  forward speed constraint: u >= 0.50 m/s
  actuator penalty: 0.0500 | forward incentive: 2.50
  collision: oriented rectangle 87.5 x 12.7 m (clearance 2.0 m)
  nlpsol built: 440 vars, 810 constraints
    - Equalities: 296 (initial + dynamics)
    - Obstacle:   370 (slots × horizon)
    - Rate:       144 (first-step + consecutive)

  [t= 74.0] pos=(-3195.7,-1560.8) psi= +26.4deg wp=1 xte=+35.6m obs_d=136m ok=1 comp=1670.1ms solve=1669.0ms RT=1.67 obs=8 fb=0
  [t= 75.0] pos=(-3193.4,-1560.4) psi= +26.5deg wp=1 xte=+35.8m obs_d=137m ok=1 comp=1561.4ms solve=1560.0ms RT=1.56 obs=9 fb=0
  [t= 76.0] pos=(-3191.1,-1560.0) psi= +26.6deg wp=1 xte=+36.0m obs_d=138m ok=1 comp=1500.2ms solve=1497.8ms RT=1.50 obs=9 fb=0
  [t= 77.0] pos=(-3188.7,-1559.5) psi= +26.8deg wp=1 xte=+36.1m obs_d=139m ok=1 comp=1801.0ms solve=1799.5ms RT=1.80 obs=9 fb=0
  [t= 78.0] pos=(-3186.4,-1559.1) psi= +26.9deg wp=1 xte=+36.2m obs_d=141m ok=1 comp=1787.5ms solve=1784.9ms RT=1.79 obs=9 fb=0
  [t= 79.0] pos=(-3184.0,-1558.6) psi= +27.0deg wp=1 xte=+36.3m obs_d=142m ok=1 comp=1423.0ms solve=1420.9ms RT=1.42 obs=9 fb=0
  [t= 80.0] pos=(-3181.7,-1558.1) psi= +27.2deg wp=1 xte=+36.4m obs_d=144m ok=1 comp=1575.1ms solve=1573.7ms RT=1.58 obs=9 fb=0
  [t= 81.0] pos=(-3179.3,-1557.5) psi= +27.3deg wp=1 xte=+36.5m obs_d=145m ok=1 comp=1654.6ms solve=1653.1ms RT=1.65 obs=9 fb=0
  [t= 82.0] pos=(-3176.9,-1557.0) psi= +27.4deg wp=1 xte=+36.6m obs_d=147m ok=1 comp=1720.6ms solve=1719.3ms RT=1.72 obs=9 fb=0
  [t= 83.0] pos=(-3174.5,-1556.5) psi= +27.5deg wp=1 xte=+36.7m obs_d=149m ok=1 comp=1477.6ms solve=1476.1ms RT=1.48 obs=9 fb=0
  [t= 84.0] pos=(-3172.1,-1555.9) psi= +27.7deg wp=1 xte=+36.7m obs_d=150m ok=1 comp=1638.4ms solve=1636.1ms RT=1.64 obs=9 fb=0
  [t= 85.0] pos=(-3169.8,-1555.4) psi= +27.8deg wp=1 xte=+36.8m obs_d=152m ok=1 comp=1736.4ms solve=1734.1ms RT=1.74 obs=9 fb=0
  [t= 86.0] pos=(-3167.4,-1554.8) psi= +27.9deg wp=1 xte=+36.8m obs_d=154m ok=1 comp=3174.0ms solve=3171.3ms RT=3.17 obs=9 fb=0
  [t= 87.0] pos=(-3165.0,-1554.2) psi= +28.0deg wp=1 xte=+36.8m obs_d=154m ok=1 comp=3834.8ms solve=3832.5ms RT=3.83 obs=9 fb=0
  [t= 88.0] pos=(-3162.6,-1553.6) psi= +28.2deg wp=1 xte=+36.8m obs_d=152m ok=1 comp=1628.8ms solve=1626.8ms RT=1.63 obs=9 fb=0
  [t= 89.0] pos=(-3160.2,-1553.0) psi= +28.3deg wp=1 xte=+36.8m obs_d=149m ok=1 comp=3255.9ms solve=3253.6ms RT=3.26 obs=9 fb=0
  [t= 90.0] pos=(-3157.8,-1552.3) psi= +28.3deg wp=1 xte=+36.8m obs_d=147m ok=1 comp=1922.2ms solve=1920.8ms RT=1.92 obs=9 fb=0
  [t= 91.0] pos=(-3155.3,-1551.6) psi= +28.4deg wp=1 xte=+36.7m obs_d=145m ok=1 comp=2045.7ms solve=2044.6ms RT=2.05 obs=9 fb=0
  [t= 92.0] pos=(-3152.9,-1550.9) psi= +28.5deg wp=1 xte=+36.7m obs_d=143m ok=1 comp=1725.9ms solve=1724.8ms RT=1.73 obs=9 fb=0
  [t= 93.0] pos=(-3150.5,-1550.2) psi= +28.6deg wp=1 xte=+36.6m obs_d=141m ok=1 comp=1856.0ms solve=1854.6ms RT=1.86 obs=9 fb=0
